sport,field_name,entity_level,required_columns,example_row,validation_rules,cutoff_safe_requirement,source_required,source_url_hash_required,notes
"mlb","relief_flag","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""relief_flag"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","bullpen_usage_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","save_opportunity","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""save_opportunity"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","bullpen_usage_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","fielding_position","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""fielding_position"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","defensive_positions_mlb_stats_api","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","park_id","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""park_id"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","stadiums_lahman","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","park_name","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""park_name"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","stadiums_lahman","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","runs_factor","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""runs_factor"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","park_factors_lahman","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","hr_factor","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""hr_factor"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","park_factors_lahman","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","latitude","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""latitude"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","structured_wiki_seed","sha256(source_url)","create manual import template and request curated input"
"mlb","longitude","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""longitude"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","structured_wiki_seed","sha256(source_url)","create manual import template and request curated input"
"mlb","city","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""city"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","franchises_lahman","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","state","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""state"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","stadiums_lahman","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","roof_type","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""roof_type"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","stadiums_lahman","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","temperature","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""temperature"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","weather_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","wind_speed","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""wind_speed"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","weather_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","wind_direction","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""wind_direction"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","weather_mlb_stats_api","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","humidity","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""humidity"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","weather_mlb_stats_api","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","precipitation","venue","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""precipitation"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","weather_mlb_stats_api","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","official_id","official","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""official_id"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","umpires_officials_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","umpire_name","official","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""umpire_name"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","umpires_officials_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","crew","official","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""crew"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","umpires_officials_mlb_stats_api","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","playoff_round","season","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""playoff_round"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","postseason_labels_retrosheet","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","series_label","season","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""series_label"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","postseason_labels_retrosheet","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","postseason_flag","season","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""postseason_flag"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","postseason_labels_retrosheet","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","wins","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""wins"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","standings_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","losses","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""losses"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","standings_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","division_rank","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""division_rank"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","standings_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","wild_card_rank","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""wild_card_rank"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","standings_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","runs_allowed","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""runs_allowed"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","standings_mlb_stats_api","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","awardID","staff","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""awardID"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","awards_allstar_lahman","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","all_star_flag","staff","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""all_star_flag"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","awards_allstar_lahman","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","lgID","staff","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""lgID"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","awards_allstar_lahman","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","round","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""round"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","draft_lahman","sha256(source_url)","create manual import template and request curated input"
"mlb","pick","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""pick"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","draft_lahman","sha256(source_url)","create manual import template and request curated input"
"mlb","school","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""school"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","draft_lahman","sha256(source_url)","create manual import template and request curated input"
"mlb","signed_flag","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""signed_flag"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","draft_lahman","sha256(source_url)","create manual import template and request curated input"
"mlb","minor_league_team","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""minor_league_team"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","minor_league_links_chadwick","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","affiliate","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""affiliate"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","minor_league_links_chadwick","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","level","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""level"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","minor_league_links_chadwick","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","launch_speed","player","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""launch_speed"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","statcast_batted_ball_research_lane","sha256(source_url)","keep source disabled and use approved alternatives only"
"mlb","launch_angle","player","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""launch_angle"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","statcast_batted_ball_research_lane","sha256(source_url)","keep source disabled and use approved alternatives only"
"mlb","bb_type","player","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""bb_type"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","statcast_batted_ball_research_lane","sha256(source_url)","keep source disabled and use approved alternatives only"
"mlb","hit_distance_sc","player","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""hit_distance_sc"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","statcast_batted_ball_research_lane","sha256(source_url)","keep source disabled and use approved alternatives only"
"mlb","hc_x","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""hc_x"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","statcast_batted_ball_research_lane","sha256(source_url)","keep source disabled and use approved alternatives only"
"mlb","hc_y","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""hc_y"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","statcast_batted_ball_research_lane","sha256(source_url)","keep source disabled and use approved alternatives only"
"mlb","moneyline","market","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""moneyline"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","market_odds_blocked","sha256(source_url)","request paid retrieval approval and re-run discovery"
"mlb","spread_line","market","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""spread_line"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","market_odds_blocked","sha256(source_url)","request paid retrieval approval and re-run discovery"
"mlb","total_line","market","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""total_line"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","market_odds_blocked","sha256(source_url)","request paid retrieval approval and re-run discovery"
"mlb","closing_line","market","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""closing_line"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","market_odds_blocked","sha256(source_url)","request paid retrieval approval and re-run discovery"
"mlb","manager_name","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""manager_name"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","manual_csv_import","sha256(source_url)","create manual import template and request curated input"
"mlb","role","staff","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""role"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","managers_coaches_mlb_stats_api","sha256(source_url)","create manual import template and request curated input"
"mlb","start_date","staff","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""start_date"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","managers_coaches_mlb_stats_api","sha256(source_url)","create manual import template and request curated input"
"mlb","end_date","staff","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""end_date"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","managers_coaches_mlb_stats_api","sha256(source_url)","create manual import template and request curated input"
"mlb","franchID","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""franchID"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","franchises_lahman","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","team_name","staff","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""team_name"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","official_public_web_research","sha256(source_url)","keep source disabled and use approved alternatives only"
"mlb","active","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""active"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","franchises_lahman","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","first_year","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""first_year"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","franchises_lahman","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","last_year","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""last_year"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","franchises_lahman","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","nickname","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""nickname"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","franchises_lahman","sha256(source_url)","refactor schema aliases and revalidate against existing rows"
"mlb","key_mlbam","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""key_mlbam"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","people_identifiers_chadwick","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","key_retro","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""key_retro"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","people_identifiers_chadwick","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","key_bbref","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""key_bbref"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","people_identifiers_chadwick","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","key_fangraphs","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""key_fangraphs"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","people_identifiers_chadwick","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","name_first","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""name_first"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","people_identifiers_chadwick","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","name_last","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""name_last"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","people_identifiers_chadwick","sha256(source_url)","promote validated rows into the completed field catalog"
"mlb","wikidata_qid","game","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""wikidata_qid"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","structured_wiki_seed","sha256(source_url)","create manual import template and request curated input"
"mlb","wikipedia_title","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""wikipedia_title"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","structured_wiki_seed","sha256(source_url)","create manual import template and request curated input"
"mlb","label","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""label"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","structured_wiki_seed","sha256(source_url)","create manual import template and request curated input"
"mlb","official_website","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""official_website"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","structured_wiki_seed","sha256(source_url)","create manual import template and request curated input"
"mlb","inception","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""inception"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","structured_wiki_seed","sha256(source_url)","create manual import template and request curated input"
"mlb","dissolution","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""dissolution"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","structured_wiki_seed","sha256(source_url)","create manual import template and request curated input"
"mlb","page_url","staff","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""page_url"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","official_public_web_research","sha256(source_url)","keep source disabled and use approved alternatives only"
"mlb","page_title","staff","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""page_title"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","official_public_web_research","sha256(source_url)","keep source disabled and use approved alternatives only"
"mlb","press_release_date","staff","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""press_release_date"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","official_public_web_research","sha256(source_url)","keep source disabled and use approved alternatives only"
"mlb","ballpark_name","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""ballpark_name"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","manual_csv_import","sha256(source_url)","create manual import template and request curated input"
"mlb","source_label","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""source_label"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","manual_csv_import","sha256(source_url)","create manual import template and request curated input"
"mlb","source_license","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""source_license"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","manual_csv_import","sha256(source_url)","create manual import template and request curated input"
"mlb","team","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""team"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","manual_csv_import","sha256(source_url)","create manual import template and request curated input"
"mlb","injury_status","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""injury_status"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","manual_csv_import","sha256(source_url)","create manual import template and request curated input"
"mlb","lineup_slot","team","source_url_hash,validated_value,validated_at,source_id","{""field_name"": ""lineup_slot"", ""source_url_hash"": ""sha256(url)"", ""sport"": ""mlb"", ""validated_value"": ""example""}","must match approved source metadata; no raw payloads","true for pregame/context fields; explicit cutoff for in-season fields","manual_csv_import","sha256(source_url)","create manual import template and request curated input"
